eventId,beeKeeperID,siteNo,hiveNo,eventY,eventM,eventD,eventType,inoutType,inoutQuantity,inoutUnit,inoutUnit_desc,clinicalSigns,eventDescription
CM55,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,3,2019,5,29,CLINICAL SIGNS,,,,.,Spotty brood pattern,
CM1189,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,7,28,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1090,89D81AA2C010D67185C9217788CBCCF6,5,7,2020,4,11,INPUT,Sucrose,1,G167A,Kilogram,No clinical signs,Sugar paste
CM1239,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,4,28,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM625,89D81AA2C010D67185C9217788CBCCF6,5,1,2019,9,13,OUTPUT,No input-output,1.9,G167A,Kilogram,No clinical signs,Remove weight from rooftop
CM1241,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,6,22,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1433,89D81AA2C010D67185C9217788CBCCF6,5,11,2020,4,11,INPUT,Sucrose,1,G167A,Kilogram,No clinical signs,Sugar paste
CM1244,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,7,9,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM57,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,4,2019,5,29,CLINICAL SIGNS,,,,.,Slumped larvae,
CM1259,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,8,17,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1480,89D81AA2C010D67185C9217788CBCCF6,6,12,2020,10,29,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,Sugar paste
CM1278,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,5,14,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1513,89D81AA2C010D67185C9217788CBCCF6,6,19,2020,4,26,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM1287,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,6,22,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1482,89D81AA2C010D67185C9217788CBCCF6,6,15,2020,10,29,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,Sugar paste
CM1298,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,7,28,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM60,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,3,2019,4,25,CLINICAL SIGNS,,,,.,Slumped larvae,
CM1323,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,4,28,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1793,89D81AA2C010D67185C9217788CBCCF6,6,15,2021,1,14,INPUT,Sucrose,1,G167A,Kilogram,No clinical signs,Sugar paste
CM1328,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,6,3,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1476,89D81AA2C010D67185C9217788CBCCF6,6,13,2020,10,29,OUTPUT,Super + 10 frames,8,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM1340,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,7,9,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1795,89D81AA2C010D67185C9217788CBCCF6,5,3,2020,12,2,INPUT,Sucrose,1,G167A,Kilogram,No clinical signs,Sugar paste
CM1349,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,8,17,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM65,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,3,2019,6,11,CLINICAL SIGNS,,,,.,Spotty brood pattern,
CM1751,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,5,13,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1026,89D81AA2C010D67185C9217788CBCCF6,6,13,2020,5,15,INPUT,Super + 10 frames,6.8,G167A,Kilogram,No clinical signs,8 frame honey supper with laminated wax
CM1753,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,6,19,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1116,89D81AA2C010D67185C9217788CBCCF6,5,2,2020,8,12,OUTPUT,Honey,18.5,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM1755,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,7,27,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1032,89D81AA2C010D67185C9217788CBCCF6,6,15,2020,5,8,INPUT,Super + 10 frames,6.11,G167A,Kilogram,No clinical signs,8 frame honey supper with laminated wax
CM1758,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,4,24,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM75,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,1,2019,6,11,CLINICAL SIGNS,,,,.,Slumped larvae,
CM1760,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,6,2,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1062,89D81AA2C010D67185C9217788CBCCF6,6,12,2020,4,26,INPUT,Super + 10 frames,7.13,G167A,Kilogram,No clinical signs,8 frame honey supper with laminated wax
CM1762,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,7,8,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1478,89D81AA2C010D67185C9217788CBCCF6,6,16,2020,10,29,OUTPUT,Super + 10 frames,7.7,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM1766,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,4,24,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1510,89D81AA2C010D67185C9217788CBCCF6,6,14,2020,4,26,INPUT,Super + 10 frames,6.7,G167A,Kilogram,No clinical signs,8 frame honey supper with laminated wax
CM1768,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,6,2,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM77,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,3,2019,6,11,CLINICAL SIGNS,,,,.,Slumped larvae,
CM1770,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,7,8,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1518,89D81AA2C010D67185C9217788CBCCF6,6,18,2020,5,8,INPUT,Super + 10 frames,5.3,G167A,Kilogram,No clinical signs,8 frame honey supper with laminated wax
CM1772,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,8,13,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1530,89D81AA2C010D67185C9217788CBCCF6,5,11,2020,10,21,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM1775,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,5,13,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1012,89D81AA2C010D67185C9217788CBCCF6,6,12,2020,4,8,INPUT,Super + 10 frames,7.36,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM1777,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,6,18,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM81,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,5,2019,6,14,CLINICAL SIGNS,,,,.,Slumped larvae,
CM1779,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,7,27,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1023,89D81AA2C010D67185C9217788CBCCF6,6,12,2020,7,21,INPUT,Super + 10 frames,7.35,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM1782,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,4,22,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1514,89D81AA2C010D67185C9217788CBCCF6,6,17,2020,4,26,OUTPUT,Super + 10 frames,8.5,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM1784,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,6,2,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1030,89D81AA2C010D67185C9217788CBCCF6,6,15,2020,3,19,INPUT,Super + 10 frames,7.34,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM1786,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,7,8,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM83,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,8,2019,6,14,CLINICAL SIGNS,,,,.,Slumped larvae,
CM1788,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,8,13,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1047,89D81AA2C010D67185C9217788CBCCF6,5,9,2020,3,26,INPUT,Super + 10 frames,7.1,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM753,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2019,7,30,CLINICAL SIGNS,,,,.,Spotty brood pattern,not more than in other hives
CM1130,89D81AA2C010D67185C9217788CBCCF6,5,8,2020,8,12,OUTPUT,Honey,16.7,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM1015,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,4,22,CLINICAL SIGNS,,,,.,Traces of diarrhea,on two frames
CM1069,89D81AA2C010D67185C9217788CBCCF6,5,3,2020,3,23,INPUT,Super + 10 frames,7.3,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM1222,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2020,7,9,CLINICAL SIGNS,,,,.,Cannibalism on larvae or on pupae,signs of cannibalism
CM88,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,2,2019,6,12,CLINICAL SIGNS,,,,.,Spotty brood pattern,
CM680,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2019,5,15,CLINICAL SIGNS,,,,.,Traces of diarrhea,signs of diarrhea
CM1507,89D81AA2C010D67185C9217788CBCCF6,6,16,2020,4,8,INPUT,Super + 10 frames,7.16,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM687,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2019,6,24,CLINICAL SIGNS,,,,.,Traces of diarrhea,signs of diarrhea
CM600,89D81AA2C010D67185C9217788CBCCF6,6,2,2019,8,4,OUTPUT,Super + 10 frames,7.4,G167A,Kilogram,No clinical signs,Remove honey supper with honey left from extraction
CM707,5BC8557A401F84B44F1BF03B71F3CF7C,1,4,2019,5,15,CLINICAL SIGNS,,,,.,Traces of diarrhea,signs of diarrhea
CM1525,89D81AA2C010D67185C9217788CBCCF6,6,16,2020,3,19,INPUT,Super + 10 frames,7.23,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM700,5BC8557A401F84B44F1BF03B71F3CF7C,1,4,2019,4,4,CLINICAL SIGNS,,,,.,Dead honey bees within cells with the heads directed to the bottom of the cell (starvation),signs of starvation
CM90,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,3,2019,6,12,CLINICAL SIGNS,,,,.,Slumped larvae,
CM817,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2019,4,24,CLINICAL SIGNS,,,,.,Dead bees in hive bottom,some bees
CM1528,89D81AA2C010D67185C9217788CBCCF6,6,14,2020,3,19,INPUT,Super + 10 frames,7.4,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM757,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2019,5,15,CLINICAL SIGNS,,,,.,Dead bees in hive bottom,some bees dead on hive bottom
CM1031,89D81AA2C010D67185C9217788CBCCF6,6,15,2020,4,26,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM715,5BC8557A401F84B44F1BF03B71F3CF7C,1,4,2019,7,11,CLINICAL SIGNS,,,,.,Dead bees in hive bottom,some dead bees
CM1056,89D81AA2C010D67185C9217788CBCCF6,5,8,2020,3,23,INPUT,Super + 10 frames,7.3,G167A,Kilogram,No clinical signs,9 frame honey supper with wax comb
CM1044,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,5,14,CLINICAL SIGNS,,,,.,Spotty brood pattern,some spots observed
CM121,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,3,2019,5,29,CLINICAL SIGNS,,,,.,Cell cappings opened,
CM293,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2019,7,10,CLINICAL SIGNS,,,,.,Spotty brood pattern,to some extent
CM1506,89D81AA2C010D67185C9217788CBCCF6,6,18,2020,4,8,INPUT,Super + 10 frames,8.5,G167A,Kilogram,No clinical signs,9 frame honey supper with wax comb
CM1227,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,5,14,CLINICAL SIGNS,,,,.,Spotty brood pattern,to some extent
CM612,89D81AA2C010D67185C9217788CBCCF6,6,3,2019,8,4,OUTPUT,Super + 10 frames,6.8,G167A,Kilogram,No clinical signs,Remove honey supper with honey left from extraction
CM1763,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,7,27,CLINICAL SIGNS,,,,.,Phoretic varroa,two mites in bottom tray
CM1437,89D81AA2C010D67185C9217788CBCCF6,6,11,2020,7,21,INPUT,Super + 10 frames,7.81,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM1358,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,9,3,CLINICAL SIGNS,,,,.,Phoretic varroa,varrora 15-20 pcs. in bottom of hive
CM126,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,5,2019,6,26,CLINICAL SIGNS,,,,.,Slumped larvae,
CM1410,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,9,3,CLINICAL SIGNS,,,,.,Phoretic varroa,varrora 5-10 pcs. in bottom of hive
CM1495,89D81AA2C010D67185C9217788CBCCF6,6,17,2020,7,21,INPUT,Super + 10 frames,7.06,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM1314,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,9,3,CLINICAL SIGNS,,,,.,Phoretic varroa,varrora mites 7 pcs. in the tray on the bottom of the hive
CM587,89D81AA2C010D67185C9217788CBCCF6,6,1,2019,7,9,OUTPUT,Honey,23.4,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM654,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2019,6,3,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,added 1 super and 10 frames
CM1500,89D81AA2C010D67185C9217788CBCCF6,6,18,2020,7,21,INPUT,Super + 10 frames,6.5,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM298,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2019,8,8,INPUT,Sucrose,1.25,G167A,Kilogram,No clinical signs,apifonda
CM128,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,3,2019,6,28,CLINICAL SIGNS,,,,.,Slumped larvae,
CM397,5BC8557A401F84B44F1BF03B71F3CF7C,2,6,2019,7,9,INPUT,Sucrose,1.25,G167A,Kilogram,No clinical signs,apifonda
CM68,89D81AA2C010D67185C9217788CBCCF6,6,3,2019,5,2,INPUT,Super + 10 frames,7.3,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM433,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2019,8,8,INPUT,Sucrose,1.25,G167A,Kilogram,No clinical signs,apifonda
CM619,89D81AA2C010D67185C9217788CBCCF6,6,4,2019,9,26,OUTPUT,Super + 10 frames,13.6,G167A,Kilogram,No clinical signs,Remove honey supper with honey left from extraction
CM435,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2019,8,8,INPUT,Sucrose,1.25,G167A,Kilogram,No clinical signs,apifonda
CM107,89D81AA2C010D67185C9217788CBCCF6,6,1,2019,4,14,INPUT,Super + 10 frames,9.3,G167A,Kilogram,No clinical signs,Upper nest with 8 wax comb frames added
CM502,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2019,7,9,INPUT,Sucrose,1.25,G167A,Kilogram,No clinical signs,apifonda
CM130,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,8,2019,6,28,CLINICAL SIGNS,,,,.,Slumped larvae,
CM686,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2019,6,24,INPUT,Sucrose,1.25,G167A,Kilogram,No clinical signs,apifonda
CM102,89D81AA2C010D67185C9217788CBCCF6,5,5,2019,3,28,INPUT,Super + 10 frames,10,G167A,Kilogram,No clinical signs,Upper nest with laminated wax
CM717,5BC8557A401F84B44F1BF03B71F3CF7C,1,4,2019,7,30,INPUT,Sucrose,1.25,G167A,Kilogram,No clinical signs,apifonda
CM1532,89D81AA2C010D67185C9217788CBCCF6,5,3,2020,10,21,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM750,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2019,6,20,INPUT,Sucrose,0.5,G167A,Kilogram,No clinical signs,apifonda
CM106,89D81AA2C010D67185C9217788CBCCF6,6,2,2019,3,27,INPUT,Super + 10 frames,10,G167A,Kilogram,No clinical signs,Upper nest with laminated wax
CM766,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2019,8,9,INPUT,Sucrose,1.25,G167A,Kilogram,No clinical signs,apifonda
CM135,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,2,2019,7,15,CLINICAL SIGNS,,,,.,Slumped larvae,
CM839,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2019,7,8,INPUT,Sucrose,1.25,G167A,Kilogram,No clinical signs,apifonda
CM239,89D81AA2C010D67185C9217788CBCCF6,5,3,2019,3,28,INPUT,Super + 10 frames,10,G167A,Kilogram,No clinical signs,Upper nest with laminated wax
CM853,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2019,6,18,INPUT,Sucrose,1,G167A,Kilogram,No clinical signs,apifonda
CM622,89D81AA2C010D67185C9217788CBCCF6,6,5,2019,9,26,OUTPUT,Super + 10 frames,14,G167A,Kilogram,No clinical signs,Remove honey supper with honey left from extraction
CM1359,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,9,23,INPUT,Sucrose,0.3,G167A,Kilogram,No clinical signs,apifonda
CM241,89D81AA2C010D67185C9217788CBCCF6,5,6,2019,3,28,INPUT,Super + 10 frames,10,G167A,Kilogram,No clinical signs,Upper nest with laminated wax
CM1382,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2020,9,23,INPUT,Sucrose,0.3,G167A,Kilogram,No clinical signs,apifonda
CM139,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,1,2019,7,17,CLINICAL SIGNS,,,,.,Slumped larvae,
CM1713,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,4,7,INPUT,Sucrose,0.81,G167A,Kilogram,No clinical signs,apifonda
CM346,89D81AA2C010D67185C9217788CBCCF6,6,6,2019,3,27,INPUT,Super + 10 frames,10,G167A,Kilogram,No clinical signs,Upper nest with laminated wax
CM1715,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,4,7,INPUT,Sucrose,0.81,G167A,Kilogram,No clinical signs,apifonda
CM589,89D81AA2C010D67185C9217788CBCCF6,6,3,2019,7,9,OUTPUT,Honey,48.7,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM1717,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,4,7,INPUT,Sucrose,0.81,G167A,Kilogram,No clinical signs,apifonda
CM348,89D81AA2C010D67185C9217788CBCCF6,6,10,2019,4,13,INPUT,Super + 10 frames,10,G167A,Kilogram,No clinical signs,Upper nest with laminated wax
CM1724,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2020,4,9,INPUT,Sucrose,0.81,G167A,Kilogram,No clinical signs,apifonda
CM142,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,4,2019,7,17,CLINICAL SIGNS,,,,.,Slumped larvae,
CM1726,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,4,9,INPUT,Sucrose,0.81,G167A,Kilogram,No clinical signs,apifonda
CM350,89D81AA2C010D67185C9217788CBCCF6,6,9,2019,5,1,INPUT,Super + 10 frames,10,G167A,Kilogram,No clinical signs,Upper nest with laminated wax
CM1728,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,4,9,INPUT,Sucrose,0.81,G167A,Kilogram,No clinical signs,apifonda
CM70,89D81AA2C010D67185C9217788CBCCF6,5,7,2019,6,9,QUEEN LOSS,,,,.,No clinical signs,"""No queen	"""
CM1730,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,4,9,INPUT,Sucrose,0.81,G167A,Kilogram,No clinical signs,apifonda
CM103,89D81AA2C010D67185C9217788CBCCF6,6,4,2019,3,27,INPUT,Super + 10 frames,10,G167A,Kilogram,No clinical signs,Upper nest with laminated wax
CM1608,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,9,23,INPUT,Sucrose,0.3,G167A,Kilogram,No clinical signs,Apifonda added together with queen shift
CM146,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,3,2019,7,31,CLINICAL SIGNS,,,,.,Spotty brood pattern,
CM1153,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,9,23,INPUT,Sucrose,0.3,G167A,Kilogram,No clinical signs,apifonda together with queen shift
CM263,89D81AA2C010D67185C9217788CBCCF6,5,1,2019,9,13,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM1432,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,9,23,INPUT,Sucrose,0.3,G167A,Kilogram,No clinical signs,apifonda together with queen shift
CM640,89D81AA2C010D67185C9217788CBCCF6,6,1,2019,4,14,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM1680,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,9,23,INPUT,Sucrose,0.3,G167A,Kilogram,No clinical signs,apifonda together with queen shift
CM265,89D81AA2C010D67185C9217788CBCCF6,5,3,2019,9,13,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM1181,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,6,23,INPUT,Foundation comb,0.23,G167A,Kilogram,No clinical signs,comb no 41 ny - added instead of no 41
CM148,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,2,2019,7,30,CLINICAL SIGNS,,,,.,Spotty brood pattern,
CM1218,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2020,6,22,INPUT,Sucrose,1.385,G167A,Kilogram,No clinical signs,"""food comb no. 41 from hive 2	"""
CM267,89D81AA2C010D67185C9217788CBCCF6,5,5,2019,9,13,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM798,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,6,18,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,frame 31-40
CM584,89D81AA2C010D67185C9217788CBCCF6,6,10,2019,5,20,QUEEN LOSS,,,,.,No clinical signs,"""No queen	"""
CM799,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,4,23,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,frame no. 11-20
CM272,89D81AA2C010D67185C9217788CBCCF6,5,2,2019,9,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM861,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2019,8,19,INPUT,Thymol,1,G133A,Piece,No clinical signs,
CM150,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,3,2019,7,30,CLINICAL SIGNS,,,,.,Spotty brood pattern,
CM1687,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,6,2,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,new super and 10 frames added
CM276,89D81AA2C010D67185C9217788CBCCF6,5,4,2019,9,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM454,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2019,7,8,INPUT,Queen excluder,1,G167A,Kilogram,No clinical signs,queen excluder added
CM591,89D81AA2C010D67185C9217788CBCCF6,6,5,2019,7,9,OUTPUT,Honey,30.4,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM743,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2019,7,30,INPUT,Queen excluder,1,G167A,Kilogram,No clinical signs,queen excluder added
CM321,89D81AA2C010D67185C9217788CBCCF6,5,5,2019,9,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM795,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,7,8,INPUT,Queen excluder,1,G167A,Kilogram,No clinical signs,queen excluder added over bottom super
CM152,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,2,2019,8,30,CLINICAL SIGNS,,,,.,Dead honey bees in front of the hive,
CM177,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2019,8,16,INPUT,Sucrose,6.25,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM323,89D81AA2C010D67185C9217788CBCCF6,5,8,2019,9,13,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM180,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2019,8,28,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1522,89D81AA2C010D67185C9217788CBCCF6,6,16,2020,5,15,QUEEN LOSS,,,,.,No clinical signs,Queen killed or harmed during inspection
CM182,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2019,8,21,INPUT,Sucrose,2,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM325,89D81AA2C010D67185C9217788CBCCF6,5,10,2019,9,13,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM184,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2019,8,21,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM154,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,3,2019,8,30,CLINICAL SIGNS,,,,.,Slumped larvae,
CM214,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2019,9,18,INPUT,Sucrose,2,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM331,89D81AA2C010D67185C9217788CBCCF6,5,8,2019,9,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM217,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2019,9,18,INPUT,Sucrose,1,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1534,89D81AA2C010D67185C9217788CBCCF6,5,8,2020,10,21,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM219,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2019,9,18,INPUT,Sucrose,1,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
